15:12:47.425 38,0.23,0.14,-0.85,-0.00,0.02,-0.01
15:12:47.445 39,0.31,0.06,-0.81,0.02,0.02,-0.01
15:12:47.465 40,0.34,0.20,-0.77,-0.02,0.02,0.01
15:12:47.485 41,0.31,0.29,-0.79,0.04,0.02,-0.00
15:12:47.505 42,0.29,0.28,-0.83,-0.04,0.04,0.02
15:12:47.525 43,0.28,0.18,-0.79,-0.01,-0.01,0.03
15:12:47.545 44,0.23,0.17,-0.76,0.01,0.00,0.02
15:12:47.565 45,0.26,0.22,-0.90,0.01,-0.01,0.01
15:12:47.585 46,0.28,0.15,-0.74,-0.00,0.00,0.00
15:12:47.605 47,0.35,0.22,-0.82,-0.00,0.03,-0.02
15:12:47.625 48,0.32,0.24,-0.78,0.01,-0.03,0.01
15:12:47.645 49,0.21,0.26,-0.74,-0.00,-0.02,0.03
15:12:47.665 50,0.32,0.19,-0.87,0.03,0.03,0.01
15:12:47.685 51,0.28,0.19,-0.84,0.02,0.02,0.04
15:12:47.705 52,0.27,0.16,-0.81,0.02,-0.01,-0.03
15:12:47.725 53,0.33,0.16,-0.84,-0.02,0.02,-0.02
15:12:47.745 54,0.35,0.19,-0.71,-0.00,0.01,0.02
15:12:47.765 55,0.35,0.22,-0.84,-0.01,0.03,0.01
15:12:47.785 56,0.26,0.25,-0.83,-0.02,0.00,0.03
15:12:47.805 57,0.28,0.16,-0.79,0.01,0.02,-0.00
15:12:47.825 58,0.32,0.27,-0.86,-0.01,0.05,-0.02
15:12:47.845 59,0.35,0.19,-0.82,0.01,0.01,-0.00
15:12:47.865 60,0.28,0.20,-0.78,-0.02,0.00,-0.03
15:12:47.885 61,0.29,0.16,-0.82,0.03,0.01,-0.02
15:12:47.905 62,0.24,0.08,-0.80,-0.02,-0.01,0.02
15:12:47.925 63,0.24,0.24,-0.83,0.00,0.05,0.02
15:12:47.945 64,0.34,0.24,-0.88,0.02,0.00,0.01
15:12:47.965 65,0.37,0.19,-0.78,-0.01,-0.01,-0.03
15:12:47.985 66,0.30,0.20,-0.71,0.02,-0.02,-0.01
15:12:48.005 67,0.35,0.23,-0.80,-0.02,0.02,-0.02
15:12:48.025 68,0.32,0.12,-0.79,0.03,0.02,0.02
15:12:48.045 69,0.27,0.17,-0.77,0.00,-0.01,-0.01
15:12:48.065 70,0.32,0.24,-0.86,-0.01,0.01,-0.02
15:12:48.085 71,0.38,0.14,-0.71,-0.01,-0.03,0.00
15:12:48.105 72,0.30,0.21,-0.79,0.02,0.00,-0.01
15:12:48.125 73,0.38,0.13,-0.72,-0.01,0.01,0.03
15:12:48.145 74,0.17,0.22,-0.84,-0.01,0.03,-0.01
15:12:48.165 75,0.34,0.20,-0.71,-0.00,-0.02,-0.03
15:12:48.185 76,0.30,0.12,-0.76,-0.02,-0.03,-0.04
15:12:48.205 77,0.29,0.26,-0.77,0.04,-0.02,-0.00
15:12:48.225 78,0.30,0.16,-0.79,-0.01,-0.03,-0.01
15:12:48.245 79,0.20,0.16,-0.81,0.02,0.03,-0.03
15:12:48.265 80,0.29,0.21,-0.74,0.00,0.03,0.02
15:12:48.285 81,0.32,0.26,-0.79,-0.02,0.01,0.01
15:12:48.305 82,0.37,0.15,-0.90,-0.00,0.02,-0.00
15:12:48.325 83,0.27,0.20,-0.86,0.02,0.00,0.03
15:12:48.345 84,0.26,0.22,-0.81,-0.00,-0.00,0.01
15:12:48.365 85,0.27,0.23,-0.78,0.02,-0.01,-0.02
15:12:48.385 86,0.35,0.21,-0.80,0.02,-0.01,-0.02
15:12:48.405 87,0.32,0.18,-0.74,0.02,-0.03,0.02
15:12:48.425 88,0.27,0.16,-0.90,-0.01,0.01,0.01
15:12:48.445 89,0.33,0.20,-0.79,-0.02,-0.00,0.00
15:12:48.465 90,0.30,0.15,-0.89,-0.01,0.01,-0.02
15:12:48.485 91,0.35,0.05,-0.76,0.00,0.00,0.01
15:12:48.505 92,0.26,0.22,-0.80,0.01,-0.00,-0.02
15:12:48.525 93,0.28,0.25,-0.78,-0.04,-0.02,-0.00
15:12:48.545 94,0.28,0.08,-0.84,-0.00,0.00,0.03
15:12:48.565 95,0.23,0.15,-0.74,0.00,0.01,-0.01
15:12:48.585 96,0.31,0.23,-0.75,-0.01,-0.02,-0.03
15:12:48.605 97,0.31,0.30,-0.77,0.03,0.00,-0.02
15:12:48.625 98,0.30,0.20,-0.81,0.01,0.00,0.02
15:12:48.645 99,0.29,0.16,-0.77,0.03,-0.01,0.01
15:12:48.665 100,0.23,0.19,-0.84,-0.00,-0.01,-0.00
15:12:48.685 101,0.28,0.27,-0.76,0.02,0.00,-0.01
15:12:48.705 102,0.28,0.17,-0.72,0.03,-0.02,0.01
15:12:48.725 103,0.26,0.16,-0.75,0.03,0.01,-0.02
15:12:48.745 104,0.29,0.18,-0.84,-0.02,-0.02,0.01
15:12:48.765 105,0.32,0.15,-0.78,-0.01,0.02,-0.01
15:12:48.785 106,0.39,0.21,-0.86,-0.01,0.05,-0.02
15:12:48.805 107,0.31,0.28,-0.77,0.01,-0.02,-0.01
15:12:48.825 108,0.31,0.22,-0.78,0.01,0.01,-0.01
15:12:48.845 109,0.30,0.19,-0.89,-0.02,-0.01,-0.00
15:12:48.865 110,0.20,0.19,-0.86,0.00,0.02,0.00
15:12:48.885 111,0.30,0.12,-0.81,-0.04,-0.03,-0.07
15:12:48.905 112,0.30,0.24,-0.82,0.03,0.01,-0.02
15:12:48.925 113,0.42,0.20,-0.86,-0.01,-0.02,-0.01
15:12:48.945 114,0.29,0.19,-0.78,0.00,-0.00,0.03
15:12:48.965 115,0.32,0.36,-0.79,-0.01,-0.02,-0.02
15:12:48.985 116,0.30,0.21,-0.81,0.02,0.02,0.00
15:12:49.005 117,0.24,0.16,-0.84,-0.06,-0.02,0.03
15:12:49.025 118,0.36,0.18,-0.75,-0.00,0.01,-0.03
15:12:49.045 119,0.34,0.26,-0.72,-0.00,-0.01,0.01
15:12:49.065 120,0.34,0.21,-0.82,-0.01,-0.00,-0.02
15:12:49.085 121,0.25,0.13,-0.83,0.03,0.00,-0.01
15:12:49.105 122,0.37,0.25,-0.78,-0.02,-0.02,-0.02
15:12:49.125 123,0.23,0.17,-0.82,0.02,0.00,-0.01
15:12:49.145 124,0.33,0.29,-0.81,0.01,0.03,0.05
15:12:49.165 125,0.41,0.25,-0.76,0.03,-0.02,0.02
15:12:49.185 126,0.25,0.18,-0.90,-0.01,0.02,0.02
15:12:49.205 127,0.27,0.26,-0.73,-0.01,0.03,0.01
15:12:49.225 128,0.30,0.20,-0.80,0.02,-0.02,-0.03
15:12:49.245 129,0.27,0.24,-0.82,0.01,-0.03,0.01
15:12:49.265 130,0.22,0.22,-0.80,-0.03,0.01,0.02
15:12:49.285 131,0.30,0.16,-0.80,-0.01,-0.01,-0.02
15:12:49.305 132,0.25,0.17,-0.89,0.01,0.04,0.02
15:12:49.325 133,0.32,0.25,-0.73,0.02,0.00,0.01
15:12:49.345 134,0.25,0.18,-0.80,-0.01,-0.02,0.04
15:12:49.365 135,0.38,0.18,-0.78,-0.06,-0.02,-0.01
15:12:49.385 136,0.26,0.15,-0.75,0.01,0.02,-0.02
15:12:49.405 137,0.28,0.22,-0.85,-0.02,-0.01,-0.01
15:12:49.425 138,0.34,0.30,-0.78,-0.04,0.00,0.03
15:12:49.445 139,0.24,0.15,-0.81,-0.06,0.02,-0.04
15:12:49.465 140,0.31,0.20,-0.76,0.02,-0.01,-0.04
15:12:49.485 141,0.37,0.27,-0.91,0.00,-0.00,0.00
15:12:49.505 142,0.22,0.20,-0.80,-0.00,-0.00,-0.01
15:12:49.525 143,0.31,0.22,-0.83,0.03,0.01,0.00
15:12:49.545 144,0.31,0.15,-0.78,0.01,0.01,0.02
15:12:49.565 145,0.34,0.22,-0.78,0.03,-0.00,-0.01
15:12:49.585 146,0.24,0.19,-0.84,-0.03,0.00,-0.04
15:12:49.605 147,0.23,0.25,-0.84,-0.00,-0.01,0.04
15:12:49.625 148,0.33,0.26,-0.81,-0.03,-0.03,-0.02
15:12:49.645 149,0.31,0.33,-0.84,-0.00,0.01,-0.02
15:12:49.665 150,0.31,0.23,-0.76,-0.00,0.04,0.02
15:12:49.685 151,0.32,0.22,-0.82,0.01,-0.02,-0.01
15:12:49.705 152,0.27,0.21,-0.95,0.00,-0.02,-0.00
15:12:49.725 153,0.31,0.18,-0.82,0.01,-0.02,0.01
15:12:49.745 154,0.31,0.22,-0.85,0.01,0.01,0.02
15:12:49.765 155,0.26,0.19,-0.88,0.04,0.01,-0.01
15:12:49.785 156,0.39,0.21,-0.86,-0.01,-0.00,0.03
15:12:49.805 157,0.32,0.27,-0.79,-0.02,-0.02,-0.04
15:12:49.825 158,0.24,0.15,-0.73,0.00,0.00,0.02
15:12:49.845 159,0.33,0.26,-0.78,-0.02,-0.03,-0.02
15:12:49.865 160,0.25,0.27,-0.83,0.03,0.00,0.03
15:12:49.885 161,0.34,0.19,-0.78,-0.01,0.02,0.00
15:12:49.905 162,0.36,0.09,-0.82,-0.01,-0.03,-0.01
15:12:49.925 163,0.26,0.17,-0.83,-0.01,-0.03,0.01
15:12:49.945 164,0.35,0.26,-0.86,0.01,0.03,0.02
15:12:49.965 165,0.32,0.20,-0.89,-0.00,-0.01,0.01
15:12:49.985 166,0.34,0.15,-0.82,-0.01,0.02,-0.02
15:12:50.005 167,0.39,0.17,-0.79,0.03,-0.00,-0.01
15:12:50.025 168,0.29,0.24,-0.80,-0.02,-0.00,-0.00
15:12:50.045 169,0.26,0.23,-0.82,0.00,0.01,-0.00
15:12:50.065 170,0.26,0.19,-0.85,0.01,-0.02,0.01
15:12:50.085 171,0.26,0.18,-0.77,-0.03,0.00,-0.04
15:12:50.105 172,0.30,0.18,-0.87,0.01,-0.01,0.01
15:12:50.125 173,0.32,0.15,-0.76,-0.02,-0.03,-0.01
15:12:50.145 174,0.31,0.28,-0.85,0.02,0.01,-0.02
15:12:50.165 175,0.34,0.18,-0.84,-0.02,-0.01,-0.01
15:12:50.185 176,0.30,0.26,-0.87,0.01,-0.00,-0.00
15:12:50.205 177,0.37,0.28,-0.83,0.02,-0.02,-0.07
15:12:50.225 178,0.29,0.25,-0.75,0.02,0.03,-0.01
15:12:50.245 179,0.44,0.18,-0.77,0.01,0.02,-0.02
15:12:50.265 180,0.33,0.22,-0.75,-0.00,0.02,0.01
15:12:50.285 181,0.26,0.20,-0.77,-0.01,-0.01,-0.02
15:12:50.305 182,0.25,0.15,-0.86,0.03,-0.03,-0.00
15:12:50.325 183,0.32,0.22,-0.82,-0.01,0.04,0.03
15:12:50.345 184,0.29,0.14,-0.84,-0.02,-0.00,0.02
15:12:50.365 185,0.34,0.26,-0.73,0.01,-0.01,0.02
15:12:50.385 186,0.32,0.18,-0.86,-0.02,0.01,-0.01
15:12:50.405 187,0.30,0.21,-0.76,-0.02,0.02,0.01
15:12:50.425 188,0.26,0.21,-0.76,-0.03,-0.00,-0.00
15:12:50.445 189,0.22,0.19,-0.71,-0.01,0.03,-0.00
15:12:50.465 190,0.28,0.23,-0.82,-0.00,0.02,0.01
15:12:50.485 191,0.34,0.18,-0.76,0.00,-0.02,-0.01
15:12:50.505 192,0.31,0.24,-0.69,0.02,-0.01,0.03
15:12:50.525 193,0.24,0.13,-0.83,0.01,0.02,-0.00
15:12:50.545 194,0.31,0.21,-0.88,-0.00,-0.05,0.01
15:12:50.565 195,0.32,0.30,-0.89,-0.00,-0.00,0.03
15:12:50.585 196,0.26,0.15,-0.76,0.01,-0.03,0.02
15:12:50.605 197,0.31,0.17,-0.89,0.03,-0.01,-0.03
15:12:50.625 198,0.30,0.23,-0.82,0.00,-0.01,0.01
15:12:50.645 199,0.24,0.21,-0.78,-0.01,-0.01,0.02
15:12:50.665 200,0.32,0.22,-0.79,-0.02,-0.01,0.02
15:12:50.685 201,0.33,0.22,-0.78,-0.03,-0.02,-0.02
15:12:50.705 202,0.35,0.23,-0.79,0.01,0.05,-0.01
15:12:50.725 203,0.35,0.26,-0.74,0.01,0.04,0.02
15:12:50.745 204,0.23,0.22,-0.85,0.01,-0.02,-0.02
15:12:50.765 205,0.25,0.19,-0.83,-0.00,0.03,-0.01
15:12:50.785 206,0.33,0.23,-0.84,0.03,-0.01,0.03
15:12:50.805 207,0.33,0.29,-0.76,-0.01,0.00,-0.00
15:12:50.825 208,0.33,0.19,-0.75,0.02,-0.00,-0.01
15:12:50.845 209,0.49,0.15,-0.78,-0.00,-0.01,-0.02
15:12:50.865 210,0.33,0.26,-0.74,-0.01,0.02,0.01
15:12:50.885 211,0.36,0.19,-0.86,0.01,0.00,-0.03
15:12:50.905 212,0.35,0.09,-0.72,0.01,-0.01,-0.00
15:12:50.925 213,0.33,0.24,-0.72,0.01,-0.03,0.01
15:12:50.945 214,0.28,0.17,-0.76,0.00,-0.02,0.03
15:12:50.965 215,0.34,0.20,-0.71,-0.00,-0.03,0.01
15:12:50.985 216,0.26,0.22,-0.88,0.05,0.00,-0.01
15:12:51.005 217,0.29,0.21,-0.83,0.02,-0.02,0.02
15:12:51.025 218,0.28,0.24,-0.84,0.01,-0.01,-0.01
15:12:51.045 219,0.30,0.18,-0.76,0.00,0.03,-0.02
15:12:51.065 220,0.42,0.23,-0.85,0.02,0.02,-0.00
15:12:51.085 221,0.21,0.19,-0.76,0.01,-0.00,0.03
15:12:51.105 222,0.33,0.24,-0.73,0.00,-0.00,0.00
15:12:51.125 223,0.22,0.23,-0.77,-0.01,0.04,0.00
15:12:51.145 224,0.28,0.15,-0.79,-0.00,0.01,0.03
15:12:51.165 225,0.35,0.25,-0.85,-0.06,-0.01,-0.03
15:12:51.185 226,0.30,0.17,-0.84,0.00,-0.03,-0.03
15:12:51.205 227,0.25,0.24,-0.74,-0.01,0.01,-0.03
15:12:51.225 228,0.26,0.22,-0.76,0.03,0.02,0.01
15:12:51.245 229,0.33,0.29,-0.80,0.00,-0.01,0.00
15:12:51.265 230,0.26,0.19,-0.82,-0.02,0.01,0.03
15:12:51.285 231,0.31,0.18,-0.90,-0.00,-0.01,0.00
15:12:51.305 232,0.30,0.20,-0.85,-0.02,-0.00,-0.01
15:12:51.325 233,0.27,0.18,-0.70,0.01,-0.05,0.00
15:12:51.345 234,0.41,0.24,-0.86,0.01,-0.00,0.00
15:12:51.365 235,0.33,0.12,-0.79,0.02,0.02,-0.03
15:12:51.385 236,0.20,0.15,-0.75,-0.02,-0.01,0.05
15:12:51.405 237,0.31,0.15,-0.86,0.00,0.00,0.01
15:12:51.425 238,0.27,0.25,-0.79,-0.03,-0.02,0.00
15:12:51.445 239,0.34,0.29,-0.75,0.01,0.01,0.01
15:12:51.465 240,0.26,0.19,-0.80,0.01,-0.00,0.01
15:12:51.485 241,0.29,0.19,-0.66,0.01,-0.02,-0.00
15:12:51.505 242,0.33,0.20,-0.88,0.00,0.03,-0.01
15:12:51.525 243,0.34,0.26,-0.75,0.01,0.02,0.01
15:12:51.545 244,0.24,0.15,-0.81,0.03,-0.01,0.01
15:12:51.565 245,0.28,0.21,-0.76,-0.01,0.01,-0.02
15:12:51.585 246,0.28,0.25,-0.78,0.00,0.01,0.03
15:12:51.605 247,0.27,0.23,-0.84,-0.02,0.01,0.01
15:12:51.625 248,0.39,0.21,-0.79,-0.02,-0.03,0.01
15:12:51.645 249,0.32,0.25,-0.89,0.00,0.02,0.03
15:12:51.665 250,0.24,0.06,-0.77,0.02,-0.01,0.00
15:12:51.685 251,0.35,0.23,-0.79,-0.01,-0.01,0.01
15:12:51.705 252,0.41,0.17,-0.77,-0.00,0.05,0.02
15:12:51.725 253,0.35,0.11,-0.75,-0.01,0.01,-0.01
15:12:51.745 254,0.22,0.23,-0.78,-0.01,-0.01,0.00
15:12:51.765 255,0.28,0.27,-0.79,0.01,-0.04,0.00
15:12:51.785 256,0.36,0.19,-0.84,-0.03,0.03,-0.02
15:12:51.805 257,0.26,0.25,-0.84,0.03,-0.03,0.05
15:12:51.825 258,0.32,0.28,-0.74,-0.01,-0.02,-0.03
15:12:51.845 259,0.34,0.27,-0.73,0.01,-0.01,-0.03
15:12:51.865 260,0.25,0.28,-0.81,-0.03,0.03,0.03
15:12:51.885 261,0.30,0.24,-0.80,0.01,0.02,0.01
15:12:51.905 262,0.14,0.20,-0.85,0.01,-0.00,-0.02
15:12:51.925 263,0.25,0.12,-0.74,0.01,0.01,0.01
15:12:51.945 264,0.29,0.19,-0.77,-0.02,-0.01,0.03
15:12:51.965 265,0.24,0.16,-0.70,0.00,0.00,-0.00
15:12:51.985 266,0.38,0.31,-0.84,-0.02,0.00,0.05
15:12:52.005 267,0.23,0.19,-0.82,-0.01,0.02,-0.03
15:12:52.025 268,0.28,0.21,-0.79,0.02,0.02,0.01
15:12:52.045 269,0.31,0.23,-0.77,0.02,0.01,0.02
15:12:52.065 270,0.37,0.20,-0.81,0.00,-0.01,0.02
15:12:52.085 271,0.23,0.28,-0.84,-0.02,0.01,-0.00
15:12:52.105 272,0.36,0.17,-0.76,0.01,-0.00,-0.01
15:12:52.125 273,0.30,0.21,-0.76,0.00,-0.02,0.01
15:12:52.145 274,0.25,0.16,-0.85,-0.05,-0.01,0.02
15:12:52.165 275,0.32,0.13,-0.73,0.02,0.00,0.01
15:12:52.185 276,0.31,0.17,-0.74,-0.00,0.02,0.02
15:12:52.205 277,0.27,0.20,-0.79,0.02,-0.00,-0.02
15:12:52.225 278,0.30,0.18,-0.80,-0.02,-0.02,-0.00
15:12:52.245 279,0.28,0.17,-0.77,-0.06,0.00,-0.02
15:12:52.265 280,0.31,0.13,-0.84,0.01,0.00,-0.01
15:12:52.285 281,0.33,0.20,-0.80,0.01,0.00,0.02
15:12:52.305 282,0.38,0.12,-0.91,-0.03,0.02,0.00
15:12:52.325 283,0.24,0.24,-0.76,-0.02,0.02,0.05
15:12:52.345 284,0.41,0.20,-0.88,0.06,-0.01,0.00
15:12:52.365 285,0.20,0.13,-0.72,-0.01,-0.01,0.00
15:12:52.385 286,0.29,0.18,-0.82,0.01,-0.02,0.00
15:12:52.405 287,0.33,0.16,-0.81,-0.01,0.01,-0.01
15:12:52.425 288,0.31,0.22,-0.83,-0.04,0.03,-0.00
15:12:52.445 289,0.27,0.27,-0.81,-0.00,-0.01,0.02
15:12:52.465 290,0.29,0.11,-0.73,-0.01,-0.00,0.00
15:12:52.485 291,0.28,0.21,-0.92,-0.01,0.03,-0.02
15:12:52.505 292,0.27,0.19,-0.74,-0.00,0.01,-0.02
15:12:52.525 293,0.34,0.23,-0.78,0.01,0.01,-0.01
15:12:52.545 294,0.32,0.21,-0.86,-0.00,-0.02,0.00
15:12:52.565 295,0.27,0.16,-0.85,-0.03,0.01,0.02
15:12:52.585 296,0.34,0.18,-0.72,0.01,-0.02,-0.03
15:12:52.605 297,0.32,0.16,-0.85,-0.04,-0.02,-0.01
15:12:52.625 298,0.34,0.25,-0.86,-0.04,-0.01,0.00
15:12:52.645 299,0.33,0.20,-0.74,0.01,-0.01,-0.04
15:12:52.665 300,0.26,0.30,-0.78,0.01,-0.00,-0.02
15:12:52.685 301,0.27,0.20,-0.85,-0.00,-0.03,-0.01
15:12:52.705 302,0.34,0.16,-0.79,-0.03,0.02,-0.02
15:12:52.725 303,0.33,0.12,-0.85,-0.01,0.02,0.00
15:12:52.745 304,0.30,0.11,-0.74,-0.01,-0.04,-0.00
15:12:52.765 305,0.31,0.12,-0.75,-0.03,0.02,-0.01
15:12:52.785 306,0.36,0.21,-0.77,-0.01,-0.02,0.01
15:12:52.805 307,0.27,0.23,-0.78,0.01,0.02,0.03
15:12:52.825 308,0.33,0.12,-0.71,0.03,-0.00,0.03
15:12:52.845 309,0.29,0.24,-0.80,-0.01,0.00,-0.04
15:12:52.865 310,0.29,0.18,-0.86,0.02,-0.00,0.01
15:12:52.885 311,0.35,0.21,-0.78,-0.04,0.02,-0.00
15:12:52.905 312,0.34,0.28,-0.70,0.01,-0.02,0.00
15:12:52.925 313,0.34,0.24,-0.85,-0.02,0.01,-0.01
15:12:52.945 314,0.37,0.19,-0.82,0.01,0.02,0.00
15:12:52.965 315,0.30,0.16,-0.78,-0.00,0.01,0.00
15:12:52.985 316,0.33,0.09,-0.80,0.03,0.05,-0.01
15:12:53.005 317,0.28,0.16,-0.85,-0.02,-0.01,-0.02
15:12:53.025 318,0.32,0.19,-0.74,0.01,0.02,-0.01
15:12:53.045 319,0.29,0.15,-0.68,-0.01,-0.00,0.00
15:12:53.065 320,0.30,0.19,-0.79,-0.00,0.02,0.01
15:12:53.085 321,0.33,0.20,-0.85,-0.00,-0.00,0.02
15:12:53.105 322,0.26,0.19,-0.88,-0.02,-0.01,-0.01
15:12:53.125 323,0.40,0.17,-0.79,-0.00,0.03,0.01
15:12:53.145 324,0.25,0.21,-0.74,-0.00,-0.01,0.02
15:12:53.165 325,0.24,0.22,-0.78,0.00,-0.03,0.02
15:12:53.185 326,0.36,0.15,-0.80,0.00,-0.01,-0.00
15:12:53.205 327,0.34,0.27,-0.83,0.02,0.01,-0.00
15:12:53.225 328,0.33,0.20,-0.85,0.02,0.03,0.00
15:12:53.245 329,0.33,0.20,-0.76,-0.02,0.00,-0.02
15:12:53.265 330,0.30,0.24,-0.75,0.02,0.03,-0.00
15:12:53.285 331,0.26,0.21,-0.88,-0.02,-0.03,0.01
15:12:53.305 332,0.30,0.25,-0.72,0.01,-0.01,0.01
15:12:53.325 333,0.27,0.21,-0.77,0.01,-0.01,-0.01
15:12:53.345 334,0.35,0.17,-0.73,-0.04,-0.00,0.00
15:12:53.365 335,0.29,0.22,-0.87,0.00,0.00,-0.02
15:12:53.385 336,0.26,0.14,-0.87,-0.01,0.01,0.01
15:12:53.405 337,0.28,0.21,-0.81,-0.02,-0.01,-0.00
15:12:53.425 338,0.32,0.20,-0.77,0.03,0.00,-0.01
15:12:53.445 339,0.27,0.19,-0.71,-0.01,-0.00,-0.01
15:12:53.465 340,0.26,0.19,-0.76,-0.02,-0.02,-0.00
15:12:53.485 341,0.31,0.11,-0.81,0.00,-0.00,-0.01
15:12:53.505 342,0.31,0.17,-0.85,0.01,-0.00,0.01
15:12:53.525 343,0.27,0.20,-0.74,-0.00,-0.00,-0.01
15:12:53.545 344,0.28,0.21,-0.85,0.02,0.00,0.03
15:12:53.565 345,0.31,0.15,-0.72,0.01,0.00,0.03
15:12:53.585 346,0.23,0.26,-0.81,-0.04,-0.01,-0.02
15:12:53.605 347,0.23,0.16,-0.72,-0.01,0.03,0.00
15:12:53.625 348,0.26,0.25,-0.77,-0.01,-0.02,-0.01
15:12:53.645 349,0.29,0.22,-0.81,0.01,-0.01,-0.01
15:12:53.665 350,0.32,0.17,-0.83,-0.05,0.06,0.04
15:12:53.685 351,0.37,0.29,-0.82,0.05,-0.02,-0.01
15:12:53.705 352,0.34,0.14,-0.78,0.01,-0.03,0.01
15:12:53.725 353,0.29,0.25,-0.80,0.00,0.01,0.01
15:12:53.745 354,0.30,0.25,-0.83,0.02,-0.04,-0.02
15:12:53.765 355,0.25,0.17,-0.81,0.05,-0.00,-0.02
15:12:53.785 356,0.30,0.27,-0.80,0.02,0.04,-0.02
15:12:53.805 357,0.29,0.19,-0.91,0.02,-0.03,-0.02
15:12:53.825 358,0.32,0.21,-0.78,0.00,-0.04,-0.06
15:12:53.845 359,0.26,0.21,-0.85,-0.00,-0.03,0.01
15:12:53.865 360,0.33,0.19,-0.86,-0.01,0.02,0.04
15:12:53.885 361,0.38,0.24,-0.88,-0.02,0.02,0.00
15:12:53.905 362,0.29,0.24,-0.89,-0.01,-0.01,-0.03
15:12:53.925 363,0.32,0.11,-0.87,-0.03,0.01,-0.01
15:12:53.945 364,0.33,0.27,-0.84,-0.00,0.03,-0.01
15:12:53.965 365,0.28,0.12,-0.70,-0.03,0.04,-0.02
15:12:53.985 366,0.31,0.25,-0.83,0.00,-0.00,0.02
15:12:54.005 367,0.30,0.26,-0.79,-0.00,-0.05,0.02
15:12:54.025 368,0.30,0.15,-0.78,0.00,-0.02,-0.02
15:12:54.045 369,0.26,0.18,-0.79,-0.01,-0.01,0.01
15:12:54.065 370,0.30,0.14,-0.80,0.06,-0.01,0.03
15:12:54.085 371,0.32,0.19,-0.86,0.03,-0.00,0.04
15:12:54.105 372,0.37,0.18,-0.73,-0.02,0.02,0.06
15:12:54.125 373,0.35,0.24,-0.71,0.00,0.03,-0.02
15:12:54.145 374,0.41,0.27,-0.88,-0.01,-0.00,0.06
15:12:54.165 375,0.26,0.27,-0.85,-0.02,0.02,-0.01
15:12:54.185 376,0.34,0.17,-0.81,-0.03,0.01,-0.01
15:12:54.205 377,0.31,0.19,-0.85,0.01,0.00,0.01
15:12:54.225 378,0.41,0.12,-0.77,-0.01,0.02,-0.01
15:12:54.245 379,0.26,0.16,-0.84,0.02,0.00,0.01
15:12:54.265 380,0.26,0.25,-0.69,0.02,0.04,-0.03
15:12:54.285 381,0.27,0.28,-0.74,0.03,-0.03,-0.00
15:12:54.305 382,0.19,0.14,-0.79,-0.02,-0.01,0.03
